   0.00000000       0.00000000    
   9.99999978E-03   3.14107612E-02
   1.99999996E-02   6.27905205E-02
   2.99999993E-02   9.41083133E-02
   3.99999991E-02  0.125333235    
   4.99999970E-02  0.156434461    
   5.99999987E-02  0.187381312    
   7.00000003E-02  0.218143240    
   7.99999982E-02  0.248689905    
   8.99999961E-02  0.278991103    
   9.99999940E-02  0.309016973    
  0.109999999      0.338737935    
  0.119999997      0.368124545    
  0.129999995      0.397147894    
  0.140000001      0.425779283    
  0.149999991      0.453990489    
  0.159999996      0.481753707    
  0.170000002      0.509041429    
  0.179999992      0.535826802    
  0.189999998      0.562083364    
  0.199999988      0.587785244    
  0.209999993      0.612907052    
  0.219999999      0.637424052    
  0.229999989      0.661311865    
  0.239999995      0.684547126    
  0.250000000      0.707106769    
  0.259999990      0.728968620    
  0.269999981      0.750111043    
  0.280000001      0.770513237    
  0.289999992      0.790154994    
  0.299999982      0.809017003    
  0.310000002      0.827080607    
  0.319999993      0.844327927    
  0.329999983      0.860741973    
  0.340000004      0.876306713    
  0.349999994      0.891006529    
  0.359999985      0.904827058    
  0.370000005      0.917754650    
  0.379999995      0.929776490    
  0.389999986      0.940880775    
  0.399999976      0.951056480    
  0.409999996      0.960293710    
  0.419999987      0.968583167    
  0.429999977      0.975916743    
  0.439999998      0.982287288    
  0.449999988      0.987688363    
  0.459999979      0.992114723    
  0.469999999      0.995561957    
  0.479999989      0.998026729    
  0.489999980      0.999506533    
  0.500000000       1.00000000    
  0.509999990      0.999506533    
  0.519999981      0.998026729    
  0.529999971      0.995561957    
  0.539999962      0.992114723    
  0.550000012      0.987688303    
  0.560000002      0.982287228    
  0.569999993      0.975916743    
  0.579999983      0.968583167    
  0.589999974      0.960293710    
  0.599999964      0.951056540    
  0.610000014      0.940880775    
  0.620000005      0.929776430    
  0.629999995      0.917754591    
  0.639999986      0.904826999    
  0.649999976      0.891006589    
  0.659999967      0.876306713    
  0.669999957      0.860742092    
  0.680000007      0.844327867    
  0.689999998      0.827080488    
  0.699999988      0.809017003    
  0.709999979      0.790155053    
  0.719999969      0.770513237    
  0.729999959      0.750111103    
  0.740000010      0.728968620    
  0.750000000      0.707106769    
  0.759999990      0.684547067    
  0.769999981      0.661311865    
  0.779999971      0.637423933    
  0.789999962      0.612906992    
  0.799999952      0.587785363    
  0.810000002      0.562083304    
  0.819999993      0.535826683    
  0.829999983      0.509041309    
  0.839999974      0.481753767    
  0.849999964      0.453990579    
  0.859999955      0.425779372    
  0.870000005      0.397147745    
  0.879999995      0.368124396    
  0.889999986      0.338737965    
  0.899999976      0.309017032    
  0.909999967      0.278991133    
  0.919999957      0.248689905    
  0.930000007      0.218143240    
  0.939999998      0.187381297    
  0.949999988      0.156434447    
  0.959999979      0.125333205    
  0.969999969       9.41082612E-02
  0.979999959       6.27904609E-02
  0.989999950       3.14109214E-02
   1.00000000      -8.74227766E-08


   0.00000000       0.00000000    
   9.99999978E-03   3.12561430E-02
   1.99999996E-02   6.24814481E-02
   2.99999993E-02   9.36451405E-02
   3.99999991E-02  0.124716617    
   4.99999970E-02  0.155664936    
   5.99999987E-02  0.186459646    
   7.00000003E-02  0.217070311    
   7.99999982E-02  0.247466743    
   8.99999961E-02  0.277618915    
   9.99999940E-02  0.307497114    
  0.109999999      0.337071806    
  0.119999997      0.366313905    
  0.129999995      0.395194441    
  0.140000001      0.423684984    
  0.149999991      0.451757431    
  0.159999996      0.479384094    
  0.170000002      0.506537795    
  0.179999992      0.533191681    
  0.189999998      0.559319437    
  0.199999988      0.584894955    
  0.209999993      0.609892964    
  0.219999999      0.634289086    
  0.229999989      0.658059120    
  0.239999995      0.681180179    
  0.250000000      0.703628957    
  0.259999990      0.725383282    
  0.269999981      0.746421754    
  0.280000001      0.766723514    
