avg(acceleration_a (0)),avg(acceleration_a (1)),avg(acceleration_a (Magnitude)),avg(displacement_d (0)),avg(displacement_d (1)),avg(displacement_d (Magnitude)),avg(velocity_v (0)),avg(velocity_v (1)),avg(velocity_v (Magnitude)),Time
-2.456458684168e-35,-8.537799171304e-36,2.600601740736e-35,-9.289490347838e-42,-3.228998728042e-42,9.834686762082e-42,-1.512720528168e-38,-5.257934165350e-39,1.601493713135e-38,1.438900000000e-01
-7.243900399962e-33,-2.516729812190e-33,7.668638859154e-33,-2.872195763143e-39,-9.979838878038e-40,3.040638147187e-39,-4.568497848507e-36,-1.587305471538e-36,4.836394447498e-36,1.469500000000e-01
-1.766242797753e-30,-6.133732297294e-31,1.869716646865e-30,-7.364771660849e-37,-2.557915716249e-37,7.796332113749e-37,-1.142532657957e-33,-3.967981433000e-34,1.209474944355e-33,1.500100000000e-01
-3.553343548541e-28,-1.233396086036e-28,3.761318422974e-28,-1.563415161172e-34,-5.427512642036e-35,1.654945890650e-34,-2.361658600197e-31,-8.198106382457e-32,2.499904163457e-31,1.530800000000e-01
-5.883544488624e-26,-2.041140129582e-26,6.227547573340e-26,-2.741865885469e-32,-9.513746180958e-33,2.902230555599e-32,-4.025490110753e-29,-1.396654238518e-29,4.260893532317e-29,1.561400000000e-01
-7.993745183049e-24,-2.771575432732e-24,8.460590548587e-24,-3.962645630000e-30,-1.374186999462e-30,4.194156685014e-30,-5.642611430000e-27,-1.956588045645e-27,5.972210690383e-27,1.592000000000e-01
-8.880180691052e-22,-3.076880301872e-22,9.398127552751e-22,-4.705472204042e-28,-1.630766441574e-28,4.980046972667e-28,-6.483182250222e-25,-2.246611002249e-25,6.861407514863e-25,1.622600000000e-01
-8.031944468724e-20,-2.780905781697e-20,8.499739343965e-20,-4.574950789166e-26,-1.584422932754e-26,4.841546318391e-26,-6.082434040965e-23,-2.106220514767e-23,6.436782481918e-23,1.653200000000e-01
-5.885426718927e-18,-2.035999296916e-18,6.227643278232e-18,-3.627118553487e-24,-1.255177024261e-24,3.838158199355e-24,-4.638603087806e-21,-1.604945730003e-21,4.908410068694e-21,1.683800000000e-01
-3.473114679594e-16,-1.200330667989e-16,3.674686284586e-16,-2.333746801721e-22,-8.068831862885e-23,2.469298404579e-22,-2.860274669889e-19,-9.887340903721e-20,3.026345368373e-19,1.714500000000e-01
-1.638968552907e-14,-5.658094080574e-15,1.733885291380e-14,-1.211796559059e-20,-4.185485537144e-21,1.282042820020e-20,-1.417123728784e-17,-4.893493619165e-18,1.499233957957e-17,1.745100000000e-01
-6.132399058642e-13,-2.114298505020e-13,6.486646004120e-13,-5.044624405115e-19,-1.740351864257e-19,5.336390165656e-19,-5.599365150569e-16,-1.931149237537e-16,5.923025195544e-16,1.775700000000e-01
-1.800459363919e-11,-6.197974164166e-12,1.904154079511e-11,-1.670586347507e-17,-5.755524781567e-18,1.766952008287e-17,-1.748652552666e-14,-6.022160014172e-15,1.849445825730e-14,1.806300000000e-01
-4.094754095765e-10,-1.406963283386e-10,4.329729412513e-10,-4.360362755350e-16,-1.499816077587e-16,4.611096575093e-16,-4.269444900420e-13,-1.467805505159e-13,4.514710705981e-13,1.836900000000e-01
-7.096624419722e-09,-2.432744579076e-09,7.502021350384e-09,-8.870540048720e-15,-3.045241063139e-15,9.378697878095e-15,-8.041019581710e-12,-2.758603321582e-12,8.501052181894e-12,1.867500000000e-01
-9.173452068671e-08,-3.135260747049e-08,9.694435662182e-08,-1.387618089469e-13,-4.752285048689e-14,1.466739954478e-13,-1.148650183789e-10,-3.930161908608e-11,1.214025935060e-10,1.898100000000e-01
-8.587857623482e-07,-2.923175520001e-07,9.071728263232e-07,-1.641511761699e-12,-5.604800489597e-13,1.734560102469e-12,-1.217664310022e-09,-4.151852931599e-10,1.286501146349e-09,1.928800000000e-01
-5.576265679698e-06,-1.886756061866e-06,5.886814704708e-06,-1.438291368475e-11,-4.891402528073e-12,1.519190655430e-11,-9.303700242570e-09,-3.157161670960e-09,9.824790482253e-09,1.959400000000e-01
-2.339736021873e-05,-7.838010240691e-06,2.467530890867e-05,-9.093265356653e-11,-3.075551838714e-11,9.599296534597e-11,-4.918021090872e-08,-1.657144092316e-08,5.189706927463e-08,1.990000000000e-01
-5.501044614109e-05,-1.803678939264e-05,5.789192479298e-05,-4.014902095505e-10,-1.347053284849e-10,4.234854352716e-10,-1.691657706781e-07,-5.633521603414e-08,1.782995079486e-07,2.020600000000e-01
-4.434563905674e-05,-1.314302291171e-05,4.625229458750e-05,-1.191913168961e-09,-3.948494656731e-10,1.255612640461e-09,-3.426066151763e-07,-1.114340424918e-07,3.602732832013e-07,2.051200000000e-01
