avg(acceleration_a (0)),avg(acceleration_a (1)),avg(acceleration_a (Magnitude)),avg(displacement_d (0)),avg(displacement_d (1)),avg(displacement_d (Magnitude)),avg(velocity_v (0)),avg(velocity_v (1)),avg(velocity_v (Magnitude)),Time
4.894850821342e-05,1.901509837929e-05,5.251219308593e-05,-2.312010936288e-09,-7.496062918902e-10,2.430494633271e-09,-3.430346775193e-07,-1.044206870227e-07,3.585756124711e-07,2.081800000000e-01
4.105011265211e-05,1.419066335368e-05,4.343370436848e-05,-3.070198695164e-09,-9.617139773524e-10,3.217299147114e-09,-1.558765520920e-07,-3.642952489596e-08,1.600768870769e-07,2.112500000000e-01
-3.411563368694e-05,-1.177841862342e-05,3.609165564407e-05,-3.525854452761e-09,-1.067032494737e-09,3.683776318790e-09,-1.806962960805e-07,-4.579896957364e-08,1.864100239559e-07,2.143100000000e-01
5.268175387797e-05,1.843998440142e-05,5.581577031972e-05,-4.105076429444e-09,-1.214678494837e-09,4.281015806721e-09,-1.516898450188e-07,-3.462639743619e-08,1.555917622538e-07,2.173700000000e-01
-2.872123125104e-05,-1.070727385558e-05,3.065215878195e-05,-4.407149541100e-09,-1.265995042992e-09,4.585380085282e-09,-8.951767470049e-08,-1.459441408231e-08,9.069956453142e-08,2.204300000000e-01
4.089416951269e-05,1.409540515726e-05,4.325521409819e-05,-4.769522953320e-09,-1.343053289117e-09,4.955011739608e-09,-1.086026419046e-07,-2.198239995456e-08,1.108050528469e-07,2.234900000000e-01
-3.016375377192e-05,-1.135941402039e-05,3.223179064991e-05,-4.960522366510e-09,-1.363735837852e-09,5.144565830475e-09,-5.641203061690e-08,-5.935349479453e-09,5.672341290653e-08,2.265500000000e-01
4.233345992046e-05,1.424381669686e-05,4.466551402291e-05,-5.197622709910e-09,-1.406754567297e-09,5.384630000955e-09,-5.608433200671e-08,-7.189650791658e-09,5.654328762236e-08,2.296100000000e-01
-2.855060880528e-05,-1.062120537858e-05,3.046222688587e-05,-5.298364509698e-09,-1.407933543864e-09,5.482238898622e-09,-5.224797957326e-08,-8.488454231511e-09,5.293302584142e-08,2.326800000000e-01
1.834660349878e-05,5.405082636730e-06,1.912623272501e-05,-5.430745869244e-09,-1.426761965326e-09,5.615037880728e-09,-5.049906835695e-09,6.168514712926e-09,7.971959157747e-09,2.357400000000e-01
1.725529325963e-05,5.544474854349e-06,1.812419230990e-05,-5.499007695252e-09,-1.430693321993e-09,5.682074358369e-09,-4.034743997337e-08,-8.680502498063e-09,4.127065587101e-08,2.388000000000e-01
-2.968532681407e-05,-1.135115302900e-05,3.178155602147e-05,-5.516982489606e-09,-1.424013551267e-09,5.697798731511e-09,-2.415315697719e-09,1.889494972124e-09,3.066584609843e-09,2.418600000000e-01
3.383267661218e-05,1.069155597156e-05,3.548181753853e-05,-5.532468038547e-09,-1.424600082146e-09,5.712940398043e-09,3.363525868679e-08,1.209475346534e-08,3.574372236232e-08,2.449200000000e-01
7.266476060136e-05,2.409157402351e-05,7.655436873349e-05,-5.370628998800e-09,-1.372821054968e-09,5.543310697743e-09,8.998254284417e-08,2.800650861262e-08,9.424023844076e-08,2.479800000000e-01
1.139095514043e-04,3.619690661868e-05,1.195223909981e-04,-4.640196785807e-09,-1.138059852113e-09,4.777719794840e-09,3.948748568174e-07,1.268817196109e-07,4.147591148100e-07,2.510500000000e-01
1.596798248379e-04,4.826604368535e-05,1.668150395896e-04,-2.628127814716e-09,-4.910681844155e-10,2.673612494777e-09,9.493140022931e-07,3.041920316638e-07,9.968600037505e-07,2.541100000000e-01
-4.138849493194e-05,-2.224336454682e-05,4.698696392718e-05,7.067667032191e-10,5.525134637002e-10,8.971010535883e-10,1.143524495174e-06,3.475084501837e-07,1.195161241846e-06,2.571700000000e-01
-1.706073859063e-04,-6.117197293769e-05,1.812426285366e-04,3.483894471519e-09,1.334908697587e-09,3.730884870855e-09,5.992994121003e-07,1.418208135796e-07,6.158513850826e-07,2.602300000000e-01
7.586152874557e-05,2.607620492382e-05,8.021807780572e-05,4.974757076643e-09,1.646306219207e-09,5.240088943807e-09,4.868913591234e-07,1.013052606962e-07,4.973187623987e-07,2.632900000000e-01
-1.384770108488e-04,-5.068970002716e-05,1.474629723777e-04,6.818490914860e-09,2.072807647394e-09,7.126594551335e-09,6.035319613240e-07,1.363480600602e-07,6.187419670766e-07,2.663500000000e-01
1.837606889387e-05,7.574332740080e-06,1.987587543857e-05,8.033580581639e-09,2.266174600403e-09,8.347093163563e-09,2.870506718935e-07,2.559900388704e-08,2.881898631710e-07,2.694100000000e-01
-1.823972660775e-05,-7.434974996585e-06,1.969686472323e-05,9.161847061392e-09,2.434037066634e-09,9.479661281823e-09,4.429117974960e-07,8.042315385410e-08,4.501541336442e-07,2.724800000000e-01
5.059578357046e-05,1.960441296553e-05,5.426109400696e-05,1.003808001926e-08,2.511918222223e-09,1.034759796418e-08,1.673963124463e-07,-1.454089663869e-08,1.680266737624e-07,2.755400000000e-01
-7.363470197780e-05,-2.580495285459e-05,7.802541206035e-05,1.085963258082e-08,2.579527122493e-09,1.116179107340e-08,2.845806283935e-07,2.796802158268e-08,2.859516467659e-07,2.786000000000e-01
7.041550314592e-05,2.632422498459e-05,7.517518143864e-05,1.139223707430e-08,2.550387823649e-09,1.167422561064e-08,1.322786404262e-07,-2.192068525931e-08,1.340826430051e-07,2.816600000000e-01
-1.470147590638e-04,-5.050002557007e-05,1.554464279589e-04,1.201927466043e-08,2.564135505392e-09,1.228974183020e-08,1.331003460712e-07,-2.013656517993e-08,1.346149448669e-07,2.847200000000e-01
1.976416967124e-05,7.222116580943e-06,2.104237084319e-05,1.234545107772e-08,2.481399860881e-09,1.259235909518e-08,1.852249311775e-07,2.389187494985e-09,1.852403394150e-07,2.877800000000e-01
4.244848251797e-06,3.264711504531e-06,5.355098308024e-06,1.268920019873e-08,2.413506414981e-09,1.291668745842e-08,3.837418279789e-08,-4.620949394945e-08,6.006575760340e-08,2.908400000000e-01
-1.243811580807e-04,-4.291499635931e-05,1.315764773735e-04,1.298522268769e-08,2.340163475588e-09,1.319440689616e-08,8.593211913248e-08,-2.671593678542e-08,8.998927923326e-08,2.939100000000e-01
1.041915552064e-05,4.410220454502e-06,1.131409944364e-05,1.301432374082e-08,2.183907469448e-09,1.319629017058e-08,5.344443704601e-08,-3.321971070374e-08,6.292739491195e-08,2.969700000000e-01
-3.505621873855e-05,-8.624367330014e-06,3.610149836347e-05,1.265241331402e-08,1.905807187462e-09,1.279514219165e-08,-2.844077084647e-07,-1.448040307031e-07,3.191487927942e-07,3.000300000000e-01
-2.417630461317e-04,-7.783250401269e-05,2.539828127173e-04,1.119961984838e-08,1.277754973875e-09,1.127227317454e-08,-7.872117090926e-07,-3.068545072565e-07,8.449035232239e-07,3.030900000000e-01
-4.937592712438e-05,-9.665084715659e-06,5.031298084941e-05,8.160484025609e-09,1.551381574717e-10,8.161958550503e-09,-1.085429383471e-06,-3.868151322817e-07,1.152294620774e-06,3.061500000000e-01
3.035838824576e-04,1.090799842979e-04,3.225858283658e-04,5.065941648040e-09,-9.154129065503e-10,5.147984612528e-09,-7.028059905415e-07,-2.330134426299e-07,7.404265829826e-07,3.092100000000e-01
6.404010897561e-05,2.263983821410e-05,6.792420652440e-05,3.458043141082e-09,-1.433424807763e-09,3.743363333300e-09,-4.515492490111e-07,-1.426028925007e-07,4.735317404695e-07,3.122800000000e-01
3.457185872571e-05,1.492848938729e-05,3.765731285071e-05,1.782426650188e-09,-1.969984116127e-09,2.656667495396e-09,-6.881891025770e-07,-2.221234880865e-07,7.231480380015e-07,3.153400000000e-01
7.998515456678e-06,1.189040337065e-06,8.086412457567e-06,3.188008342451e-10,-2.418476001457e-09,2.439397495600e-09,-3.009949503497e-07,-8.490624260915e-08,3.127411552227e-07,3.184000000000e-01
-8.356533897359e-05,-2.965405446509e-05,8.867090178852e-05,-7.264392939565e-10,-2.726760427525e-09,2.821867551271e-09,-4.035720014638e-07,-1.234923758944e-07,4.220435134788e-07,3.214600000000e-01
1.193717034914e-04,4.022563487479e-05,1.259670802056e-04,-1.855171305684e-09,-3.068873566441e-09,3.586034793506e-09,-1.561220865378e-07,-3.861162234789e-08,1.608258787797e-07,3.245200000000e-01
9.186637961163e-05,2.134045544092e-05,9.431249514976e-05,-2.649252145919e-09,-3.302248929055e-09,4.233601885169e-09,-3.215884292301e-07,-1.034789386528e-07,3.378268914095e-07,3.275800000000e-01
7.204437283844e-05,6.187370600728e-05,9.496708457544e-05,-3.383236309949e-09,-3.538753084226e-09,4.895820801467e-09,-1.384036344326e-07,-1.586753562372e-08,1.393102462524e-07,3.306400000000e-01
2.268562857335e-04,3.758525676605e-06,2.268874189815e-04,-4.110406582566e-09,-3.817665517140e-09,5.609813925146e-09,-2.575121804109e-07,-2.212169467439e-07,3.394841094760e-07,3.337100000000e-01
-4.110164870341e-04,-2.473214933834e-04,4.796899766550e-04,-4.470838256742e-09,-3.651798051561e-09,5.772696400066e-09,-3.876638253299e-07,2.536286989662e-07,4.632610046278e-07,3.367700000000e-01
4.779707743259e-04,1.355737512812e-03,1.437525744033e-03,-5.057002074517e-09,-5.201717482282e-09,7.254731886648e-09,5.843775703892e-07,-5.226497573725e-07,7.840024959498e-07,3.398300000000e-01
-2.023063186690e-04,-4.238680479289e-03,4.243505632385e-03,-6.234695858978e-09,-1.960472825699e-09,6.535662640794e-09,-2.014952713455e-06,-4.459124557609e-07,2.063703553242e-06,3.428900000000e-01
-1.984431774721e-03,7.810777949290e-03,8.058921865959e-03,-3.809625302382e-09,-8.802461225691e-09,9.591484169530e-09,2.929827244709e-06,3.163511877724e-06,4.311808794965e-06,3.459500000000e-01
4.682776608381e-03,-8.771485118926e-03,9.943206120540e-03,-1.046148333135e-08,7.497116719649e-11,1.046175196456e-08,-3.598792746422e-06,-7.688108368450e-06,8.488717189112e-06,3.490100000000e-01
-5.490383908737e-03,3.886627248737e-03,6.726825910929e-03,-2.209518148279e-09,-1.056357419355e-08,1.079217634169e-08,2.800911022581e-06,8.361241178810e-06,8.817905454622e-06,3.520800000000e-01
1.141541144407e-03,1.395388689382e-03,1.802838256425e-03,-7.159052545787e-09,-9.053606176117e-10,7.216073115017e-09,-1.762881888538e-06,-2.081645637183e-06,2.727819845910e-06,3.551400000000e-01
4.096923455351e-03,1.960651041642e-04,4.101612283490e-03,-9.914435736716e-09,-1.188903459606e-08,1.548047737003e-08,1.894925271913e-06,-7.659531885860e-06,7.890448054238e-06,3.582000000000e-01
-2.866004857315e-03,-3.506148286680e-03,4.528472109922e-03,4.922488702754e-10,-1.069953035765e-08,1.071084771736e-08,5.584386745261e-07,5.662542188834e-06,5.690012108382e-06,3.612600000000e-01
-2.829914466039e-03,-1.619785276319e-03,3.260693212567e-03,-2.878595709738e-09,-6.512843123718e-10,2.951352997468e-09,-3.086681612286e-06,3.973562306296e-06,5.031580345939e-06,3.643200000000e-01
1.638420113745e-03,3.676095770186e-03,4.024686395324e-03,-1.310499633643e-08,-1.109199779826e-08,1.716896456210e-08,-5.106062940467e-07,-6.699206542491e-06,6.718637293862e-06,3.673800000000e-01
3.049068842208e-03,2.637466430626e-03,4.031507159512e-03,-1.104568458849e-08,-3.123257039370e-08,3.312824476826e-08,3.385962005105e-06,-8.445468390470e-06,9.098938126751e-06,3.704400000000e-01
8.082842220513e-04,-2.239526237092e-03,2.380924431863e-03,2.171934502198e-09,-4.038849663756e-08,4.044685352563e-08,3.874022049326e-06,-2.198699233127e-06,4.454472489130e-06,3.735100000000e-01
-1.589317515898e-03,-3.395207180991e-03,3.748781397760e-03,1.535039231936e-08,-3.671426514181e-08,3.979411777213e-08,2.658062031507e-06,3.872139558597e-06,4.696675262842e-06,3.765700000000e-01
-2.321037858522e-03,-2.016333044423e-04,2.329779545397e-03,2.328075448743e-08,-2.752753235026e-08,3.605216452307e-08,1.712078740875e-06,5.760377229476e-06,6.009422554690e-06,3.796300000000e-01
-1.237036500053e-03,3.729245555321e-03,3.929062447244e-03,2.660270511959e-08,-1.818729524270e-08,3.222548103481e-08,1.502115617956e-06,4.430306170897e-06,4.678029937655e-06,3.826900000000e-01
1.224650380873e-03,2.990507895854e-03,3.231548549928e-03,2.696276141746e-08,-9.847642870733e-09,2.870481794689e-08,8.778698395894e-07,7.114641849505e-07,1.129972009267e-06,3.857500000000e-01
-7.867472329251e-04,1.135860664636e-03,1.381720180783e-03,2.846845080619e-08,-1.004387831167e-09,2.848616306595e-08,-4.936202333711e-07,2.993565927941e-06,3.033990425120e-06,3.888100000000e-01
5.912675768796e-03,2.871010825042e-03,6.572856145118e-03,2.636234642031e-08,-1.726235609884e-09,2.641880387462e-08,3.066139002718e-06,-5.674037516868e-06,6.449489136886e-06,3.918800000000e-01
-5.305540076162e-03,-2.198627320127e-02,2.261735981013e-02,2.868160602260e-08,2.281068710821e-08,3.664644553547e-08,-9.754168642167e-06,7.367553062111e-06,1.222393733716e-05,3.949400000000e-01
8.199719375896e-04,3.099357664073e-02,3.100442140991e-02,3.087537357006e-08,-1.032309140759e-08,3.255541290323e-08,1.509330667084e-05,2.072112504700e-06,1.523487960216e-05,3.980000000000e-01
4.440141118716e-03,-3.585800359513e-02,3.613185955611e-02,2.606428415626e-08,4.596302650920e-08,5.283887503026e-08,-1.683463543349e-05,-4.478026454477e-06,1.742003648404e-05,4.010600000000e-01
-6.048908724019e-03,1.148270970497e-02,1.297851759332e-02,2.756562181933e-08,4.084383820269e-09,2.786656953192e-08,9.537184798321e-06,6.840768309545e-06,1.173686520934e-05,4.041200000000e-01
-8.062323196028e-03,1.828941256397e-02,1.998758782976e-02,4.494278051594e-08,2.914922557218e-08,5.356800231446e-08,3.344477079201e-06,1.950815375069e-05,1.979276609506e-05,4.071800000000e-01
1.128639337512e-02,-5.133481955816e-03,1.239900449264e-02,1.777687490427e-08,5.766940332290e-08,6.034714045406e-08,-8.283363573522e-06,-1.676380508958e-05,1.869864361853e-05,4.102400000000e-01
5.516572058516e-03,-6.023923440620e-03,8.168244664262e-03,1.925177719003e-08,2.605812592527e-08,3.239840816632e-08,4.999922756146e-06,-1.032172348247e-05,1.146896696377e-05,4.133100000000e-01
-9.129564759419e-03,3.127470518525e-03,9.650389864698e-03,5.300179975768e-08,3.563057334898e-08,6.386492413469e-08,7.686995096311e-06,2.314137553809e-05,2.438469100493e-05,4.163700000000e-01
-6.754530661209e-03,8.985110169557e-03,1.124081354762e-02,5.595886316164e-08,9.679082382900e-08,1.118027635787e-07,-3.485577996863e-06,2.425978102620e-05,2.450890102415e-05,4.194300000000e-01
3.808613035977e-03,4.078573124018e-03,5.580348733348e-03,2.074454227051e-08,1.434324391119e-07,1.449248102417e-07,-1.172520296199e-05,1.596198254095e-06,1.183335258353e-05,4.224900000000e-01
7.542242124306e-03,-8.567778371438e-03,1.141456273730e-02,-1.966816027707e-08,1.480469466531e-07,1.493476981476e-07,-1.253178897519e-05,-1.295489805133e-05,1.802429245322e-05,4.255500000000e-01
3.069582416403e-03,-1.627563105303e-02,1.656256327944e-02,-4.528215890992e-08,1.253531898083e-07,1.332812669157e-07,-9.201115531873e-06,-1.149226303319e-05,1.472184216241e-05,4.286100000000e-01
-3.054077404418e-03,-1.200522378612e-02,1.238760618308e-02,-5.672725161284e-08,9.553861169270e-08,1.111107888538e-07,-4.774629825174e-06,-3.884594791385e-06,6.155255206788e-06,4.316800000000e-01
-5.371257634420e-03,1.166705392658e-03,5.496508896433e-03,-6.065002589257e-08,6.837171613199e-08,9.139538942202e-08,-3.016286325557e-07,5.101766578226e-07,5.926719616825e-07,4.347400000000e-01
-1.960307719316e-03,7.296400962914e-03,7.555148798404e-03,-6.361026504005e-08,4.898472677661e-08,8.028554836236e-08,1.111315022960e-06,-3.035855935580e-06,3.232869057331e-06,4.378000000000e-01
-3.703599083192e-03,1.458808400327e-02,1.505087509268e-02,-6.085870366392e-08,3.528736953975e-08,7.034898905235e-08,1.980802754856e-06,1.568355392768e-06,2.526522945012e-06,4.408600000000e-01
1.323781907311e-02,7.161365580331e-03,1.505074784811e-02,-6.911856219830e-08,1.822390560031e-08,7.148067134330e-08,4.019493175862e-06,-2.114973790302e-05,2.152830087947e-05,4.439200000000e-01
-1.074793161197e-02,-1.918091466190e-02,2.198693978713e-02,-5.632468837177e-08,3.222950112464e-08,6.489384610978e-08,-1.010074264742e-05,1.280467297976e-05,1.630903590492e-05,4.469800000000e-01
1.263145278427e-02,2.387110193171e-02,2.700709363991e-02,-7.222005880156e-08,-1.636080832948e-08,7.405007050972e-08,1.323016180733e-05,-2.224349293219e-05,2.588069085772e-05,4.500400000000e-01
-4.252210583990e-03,-3.162851552439e-02,3.191307395296e-02,-5.348971446566e-08,1.510225490618e-08,5.558082094454e-08,-1.138579972006e-05,7.922194449189e-06,1.387074620041e-05,4.531100000000e-01
-3.509703677614e-03,-1.556296433956e-02,1.595380452867e-02,-7.440864581999e-08,-3.533523139713e-09,7.449249867298e-08,-6.247182488367e-06,-5.618568795299e-06,8.402119039294e-06,4.561700000000e-01
-7.490589050027e-03,2.827385663423e-02,2.924927167109e-02,-5.911165400205e-08,-5.474318622555e-08,8.056676782013e-08,1.489634756951e-05,7.012620660647e-06,1.646444713441e-05,4.592300000000e-01
-2.550162545835e-03,1.097344425546e-02,1.126586915590e-02,-4.870355742916e-08,-2.501420265279e-08,5.475168345001e-08,-1.664001584950e-06,7.718608731556e-06,7.895937058106e-06,4.622900000000e-01
4.679542986993e-03,-9.181405824204e-03,1.030516062349e-02,-7.721342075807e-08,-1.695856974272e-08,7.905381352523e-08,-1.196929672982e-05,-1.497610971731e-05,1.917153949143e-05,4.653500000000e-01
1.489075029700e-03,1.722664063685e-03,2.277041044950e-03,-8.959456442618e-08,-7.940244800814e-08,1.197160587574e-07,1.843965420706e-06,-1.945396817261e-05,1.954116388892e-05,4.684100000000e-01
-2.023401935151e-03,2.092219568334e-02,2.101981036078e-02,-6.275227909129e-08,-1.420392822993e-07,1.552836316140e-07,1.566880299200e-05,-7.917021843000e-06,1.755535878484e-05,4.714700000000e-01
1.580435247798e-03,2.455190585192e-02,2.460272051083e-02,-2.288374660697e-08,-1.571227261490e-07,1.587804047459e-07,1.645766201925e-05,-1.466870327630e-06,1.652290373082e-05,4.745400000000e-01
6.726632514508e-03,1.058837225961e-02,1.254436973679e-02,6.884948323809e-09,-1.357231971857e-07,1.358977143580e-07,9.204239729632e-06,-2.061460091908e-06,9.432266255311e-06,4.776000000000e-01
7.030613059085e-03,-7.963845154242e-03,1.062319865329e-02,2.303841169950e-08,-1.048582233538e-07,1.073592819394e-07,1.854180833759e-06,-1.788771063044e-06,2.576371184489e-06,4.806600000000e-01
2.616085185864e-03,-1.808965886940e-02,1.827784614529e-02,3.048662469065e-08,-7.971635265602e-08,8.534712160235e-08,-2.029307525856e-06,2.218148597243e-06,3.006371938723e-06,4.837200000000e-01
